954.00,496.00
1143.00,718.00
914.00,912.00
712.00,675.00
930.75,700.25
952.00,497.00
1140.00,729.00
914.00,913.00
714.00,670.00
930.00,702.25
955.00,498.00
1142.00,727.00
914.00,915.00
710.42,664.53
930.35,701.13
955.37,495.66
1143.00,728.00
918.56,911.76
709.99,664.90
931.73,700.08
957.00,496.00
1140.04,732.13
914.12,914.47
713.00,670.00
931.04,703.15
483.00,482.00
639.00,736.00
411.00,914.00
225.46,628.21
439.61,690.05
480.30,474.37
645.27,738.83
419.00,918.00
233.77,639.64
444.59,692.71
468.54,483.66
635.64,739.48
416.00,919.00
221.09,643.59
435.32,696.43
483.27,484.61
626.00,755.00
415.00,925.00
239.71,636.09
441.00,700.17
485.00,491.00
627.00,752.00
408.00,924.00
242.33,636.78
440.58,700.95
1764.63,458.51
1958.17,736.60
1708.50,941.87
1502.47,655.42
1733.44,698.10
1751.58,461.51
1965.82,737.11
1695.32,949.80
1479.04,669.41
1722.94,704.46
1752.37,461.32
1964.80,737.57
1694.72,949.88
1479.36,669.44
1722.81,704.55
1754.58,461.23
1964.09,740.67
1693.81,950.83
1480.58,669.22
1723.27,705.49
1755.31,461.38
1964.50,740.67
1693.42,950.83
1480.92,669.41
1723.54,705.57
1780.00,415.00
2004.93,721.15
1714.00,938.00
1485.00,643.00
1745.98,679.29
1782.00,411.00
2014.00,723.00
1707.00,947.00
1480.00,643.00
1745.75,681.00
1786.64,404.43
2014.00,726.00
1709.00,948.00
1479.00,643.00
1747.16,680.36
1786.60,404.25
2021.70,723.92
1705.87,954.89
1471.63,641.28
1746.45,681.09
1784.00,410.00
2014.00,725.00
1705.00,949.00
1481.00,642.00
1746.00,681.50
